Date,Month,Year,Channel,Location,Format,Ad_Name,Full_Ad_Name,Purchases,Revenue,Impressions,Ad_Clicks,Spend,Leads
2025-02-20,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,5,2639.18,205,54,133.168445,5
2025-02-21,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,1249.4,100,29,62.438302,2
2025-02-21,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2265.4,178,37,103.613999,3
2025-02-22,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,17,4,5.339381,
2025-02-22,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,6,4473.045508,97,27,114.83451,6
2025-02-23,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,2722.5,129,29,122.981184,1
2025-02-23,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,1343.92,215,57,133.706614,3
2025-02-24,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,201.52,28,13,25.85796,1
2025-02-24,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,5,3565.42,172,57,235.170283,5
2025-02-25,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,475.22,120,33,78.790368,1
2025-02-25,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,4854.1,131,50,154.597572,4
2025-02-26,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1320.4,256,56,161.221115,2
2025-02-26,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,1674.9,144,37,74.853054,3
2025-02-27,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,550.4,144,29,79.631764,1
2025-02-27,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,2463.16,300,84,174.551561,3
2025-02-28,February,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,798.16,142,48,90.746843,1
2025-02-28,February,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,2731.599999,170,30,141.899495,4
2025-03-01,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,236.72,15,4,10.456441,1
2025-03-01,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,5,5372.18,109,27,143.777146,5
2025-03-02,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,2393.54,188,73,98.56214,3
2025-03-02,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,5,3478.6,89,17,71.520485,5
2025-03-03,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,1976.2,12,7,16.998176,3
2025-03-03,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,4421.6,190,49,152.420856,4
2025-03-04,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,227.92,139,36,46.475398,1
2025-03-04,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,6959.2,160,36,100.902764,4
2025-03-05,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,79,27,46.964226,
2025-03-05,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,4295.54,165,52,127.160285,3
2025-03-06,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,97,23,53.562957,0
2025-03-06,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,5,2677.92,215,64,120.709054,5
2025-03-07,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,533.799998,89,37,53.619874,1
2025-03-07,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,2408.1,136,44,125.165079,4
2025-03-08,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,17,3,7.711675,0
2025-03-08,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,5284.9,132,19,81.719666,2
2025-03-09,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1005.1,108,33,110.07161,1
2025-03-09,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,2020.9,137,59,71.898826,3
2025-03-10,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,12,4,2.815707,
2025-03-10,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1436.4,229,48,129.800022,2
2025-03-11,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,332.1,170,30,32.653637,1
2025-03-11,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,822.2,152,29,49.496012,2
2025-03-12,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1096,205,53,143.26481,1
2025-03-12,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,2908,73,21,38.37125,3
2025-03-13,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,1715.95,196,55,91.431508,3
2025-03-13,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1934.25,131,26,91.626822,3
2025-03-14,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,136,27,49.463631,
2025-03-14,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,205,41,119.840401,
2025-03-15,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1015.20203,34,6,6.293083,1
2025-03-15,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,3557.7,125,27,187.046974,3
2025-03-16,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,113,42,57.679146,
2025-03-16,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,4011.8,75,21,144.85699,3
2025-03-17,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,21,5,7.13811,
2025-03-17,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1221.3,184,65,168.146405,1
2025-03-18,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,1794.6,181,44,71.90824,2
2025-03-18,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,5,5502.8,199,31,77.731959,5
2025-03-19,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,566.2,109,38,60.491546,1
2025-03-19,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1113.12,210,49,117.244488,1
2025-03-20,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,5299,243,58,95.258661,1
2025-03-20,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,798.7,102,17,58.668866,1
2025-03-21,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,129,27,36.987306,0
2025-03-21,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,4531.98,198,47,151.110928,4
2025-03-22,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,17,6,8.06268,
2025-03-22,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,89,19,84.924481,
2025-03-23,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,664.2,170,55,70.379324,1
2025-03-23,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,466.2,82,23,124.520397,1
2025-03-24,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,9,4,3.816907,0
2025-03-24,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,3003.74,202,49,180.781547,3
2025-03-25,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,103,35,72.328247,
2025-03-25,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1976.882173,163,41,108.803299,2
2025-03-26,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,357.79,87,31,69.206684,1
2025-03-26,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,6521.4,127,42,149.979824,2
2025-03-27,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1400.4,121,21,70.183918,1
2025-03-27,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,4,3834.037827,233,66,105.827214,4
2025-03-28,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,556.2,130,40,61.958678,1
2025-03-28,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1949.4,162,44,119.932371,2
2025-03-29,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,29,7,13.294845,
2025-03-29,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,106,23,78.91134,0
2025-03-30,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1104.3,118,46,95.674959,1
2025-03-30,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,6,8699.139999,112,24,170.784612,6
2025-03-31,March,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,14,5,14.174021,
2025-03-31,March,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,8,4655.269473,328,70,190.223505,8
2025-04-01,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,89,32,55.71143,0
2025-04-01,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,626.686055,113,42,112.320928,1
2025-04-02,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,315.92,127,33,57.682474,1
2025-04-02,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,3541.2,241,44,143.144307,2
2025-04-03,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1019.7,202,52,128.470484,1
2025-04-03,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,2591.14,107,18,78.91134,2
2025-04-04,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,458.24,117,36,81.832265,1
2025-04-04,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1122.3,174,36,138.802474,1
2025-04-05,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,21,2,3.602474,
2025-04-05,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,6,3868.712197,83,21,157.844124,6
2025-04-06,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1545.3,202,54,153.126598,1
2025-04-06,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,109.56,116,33,289.977732,1
2025-04-07,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,21,7,18.055258,
2025-04-07,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1412.1,187,52,308.314765,3
2025-04-08,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,2465.44,74,22,101.736085,2
2025-04-08,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,4544.88,194,41,204.376082,2
2025-04-09,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,1867.496902,100,31,76.998975,2
2025-04-09,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2970.4,176,51,227.239569,3
2025-04-10,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,221,41,90.246577,0
2025-04-10,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,108,19,73.775329,0
2025-04-11,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,70,24,63.841148,
2025-04-11,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,288.15,153,27,130.332371,1
2025-04-12,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,13,4,6.682585,
2025-04-12,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1373.6,78,19,163.071378,1
2025-04-13,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,90,24,162.147912,
2025-04-13,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,2176.2,185,62,183.831704,1
2025-04-14,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1077,80,22,180.381031,1
2025-04-14,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,1015.2,33,10,39.863093,2
2025-04-15,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,415.551963,25,9,21.370194,1
2025-04-15,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1882.452873,131,35,197.796371,1
2025-04-16,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,13,2,3.473814,0
2025-04-16,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,3035.7,178,41,238.821513,3
2025-04-17,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1782.12,77,21,91.155464,2
2025-04-17,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,2191.52,143,51,120.806108,3
2025-04-18,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,5450.72,150,40,102.812875,3
2025-04-18,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,3659.04,93,20,88.621513,3
2025-04-19,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,22,5,4.251529,
2025-04-19,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,76,18,75.652045,0
2025-04-20,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,361.34,164,55,108.773645,1
2025-04-20,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1622.1,74,13,87.187143,1
2025-04-21,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,21,4,5.017732,
2025-04-21,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,7,6712.278704,179,41,195.284124,7
2025-04-22,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,961.2,146,40,80.641868,1
2025-04-22,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,3827.55,150,38,116.137443,4
2025-04-23,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,69,18,33.195966,
2025-04-23,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,2318.2,224,38,172.487446,2
2025-04-24,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,2105.25,215,68,136.828132,2
2025-04-24,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,4804.9,75,13,42.412826,2
2025-04-25,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,2978.25,188,25,96.866121,2
2025-04-25,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,8,11188.599999,153,44,90.340619,8
2025-04-26,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,121,15,72.196163,
2025-04-26,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,27,4,8.154233,0
2025-04-27,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,3085.64,258,44,175.24265,2
2025-04-27,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,5687.6,96,13,111.355052,3
2025-04-28,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,27,4,9.032458,0
2025-04-28,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,435.925691,211,41,317.837466,1
2025-04-29,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,45,12,49.386737,
2025-04-29,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,197,43,254.452138,
2025-04-30,April,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,1120.273699,169,38,214.611932,0
2025-04-30,April,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1486.8,67,22,59.892873,1
2025-05-01,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,104,19,60.19134,
2025-05-01,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1545.3,229,62,159.079652,1
2025-05-02,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,45,9,11.195141,0
2025-05-02,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,3845.64,210,44,213.829303,4
2025-05-03,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1027.05,34,9,22.523235,1
2025-05-03,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,3106.699887,155,26,116.86287,4
2025-05-04,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,1271.7,158,32,63.911154,1
2025-05-04,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,5,6652.4,112,23,162.017146,5
2025-05-05,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,616.25,19,8,21.722062,1
2025-05-05,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,598.617497,199,45,209.050254,1
2025-05-06,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,113,34,126.672259,
2025-05-06,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,6,6146.8,118,27,59.909056,6
2025-05-07,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,1,467.1,140,30,59.533681,1
2025-05-07,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1183.86,249,29,96.83998,2
2025-05-08,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,66,25,89.857643,
2025-05-08,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,2,1510.45,192,50,108.112186,2
2025-05-09,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,119,29,53.145692,
2025-05-09,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2877.45,196,33,114.799574,3
2025-05-10,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,35,9,18.962125,
2025-05-10,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,913.427835,105,20,118.840007,1
2025-05-11,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,79,10,122.436271,
2025-05-11,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,3,3177.1,191,36,118.94275,3
2025-05-12,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,0,0,41,6,23.394639,0
2025-05-12,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,3546.8,276,39,238.726,3
2025-05-13,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,83,32,73.281188,
2025-05-13,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1125.4,113,35,164.625968,2
2025-05-14,May,2025,Google Search,CAN,Text,Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB-BC _ Generic,,,81,11,18.81628,
2025-05-14,May,2025,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1523.6,239,47,225.530965,3
